feature_0,feature_1,feature_2,feature_3,feature_4,price
223.92468806038013,345.3516806969027,928.0812934655909,704.4144019235328,31.838929531307848,504774.903783189
164.69415649791276,621.4784014997635,577.2285886041676,237.89282137450863,934.2139979247937,643046.1802897946
613.965955965896,535.6328030249583,589.909976354571,730.1220295167697,311.94499547960186,695368.614549838
398.22106221609187,209.84374897512214,186.19300588033616,944.3723899839335,739.5507950492876,472061.95818958076
490.45880861756706,227.41462797332323,254.35648177039295,58.029160323875615,434.41662555812076,386908.1499893553
311.79588199410256,696.3434888154595,377.7518392924809,179.6036775596348,24.678728391331227,544318.0020680821
67.24963146324858,679.3927734985673,453.69684455604533,536.5792111087222,896.6712930403421,643265.3702786027
990.3389473967044,216.89698439847393,663.0782031001008,263.32237673715065,20.65099946572868,574375.2637160502
758.3786538361414,320.01715082246784,383.46389417189795,588.3171135536057,831.0484552361904,652673.3575928753
628.9818435911487,872.6506554473953,273.54203481563576,798.0468339125637,185.6359443059522,793955.4510137886
952.7916569719446,687.4882763878153,215.50767711355846,947.3705904889242,730.8558067701579,881235.7986717799
253.94164259502583,213.31197736748197,518.2007139306633,25.662718054531574,207.4700754411094,325778.7565354046
424.6854687515063,374.16998033422556,463.5754243648107,277.6287062947319,586.7843464581688,529829.9382402028
863.8556059232315,117.53185596203308,517.3791071541142,132.06810634515332,716.8596811925937,547405.284984429
396.0597028072937,565.421311858509,183.2798362140786,144.84775934337725,488.05628064895456,532014.1996729907
355.61273784995564,940.4319452528131,765.3252538069653,748.6636198505473,903.7197397459335,943650.8358215565
83.42243544201855,552.1924699224065,584.4760689557688,961.936378547229,292.14752679254883,563741.0810028886
240.82877991544683,100.29394226549782,16.429629591474203,929.5293167921906,669.91654659091,324152.33082499827
785.1529120231378,281.7301057539491,586.4101661863267,63.95526612098112,485.6275959346229,578697.6277008572
977.4951397444468,876.5052453165908,338.15895183684563,961.5701545414985,231.70162647120452,935912.8795918423
949.3188224156814,941.3777047064987,799.2025873523917,630.4479368667911,874.287966624947,1112256.7551110429
293.0202845077967,848.9435553129182,617.8766919175238,13.23685775889949,347.23351793221957,693918.3121184197
148.14086094816503,981.8293898182532,478.37030703998806,497.3913654986627,639.4725163987237,781021.005330649
368.5846061296175,136.90027168559894,822.1177331942455,189.84791190275797,511.318982546456,444283.8670827837
224.31702897473926,97.84448449403405,862.1915174216833,972.9194890231303,960.8346580630001,533132.2686383688
906.5554992211789,774.0473326986388,333.1451520286419,81.10138998799677,407.2411714138073,798725.1525647904
232.23414217094273,132.487634757983,53.42718178682526,725.5943642105788,11.42745862503103,226874.97230597955
770.5807485027763,146.94664540037505,79.52208258675574,89.60303423860539,672.0478073539144,435496.33074137155
245.36720985284478,420.5394666800984,557.3687913239169,860.5511738287937,727.0442627113283,594377.396808848
270.32790523871466,131.4827992911276,55.37432042119794,301.5986344809425,262.11814923967825,232139.0037684083
456.14056680047963,683.2813355476804,695.6254456388572,283.51884658216665,379.9269559001205,709047.1280427162
181.15096173690304,788.5455123065187,56.8480764332403,696.9972417249874,778.6953959411034,649652.1267386746
777.4075618487532,259.42256434535494,373.81313793256146,587.599635196389,272.821902424467,542167.9985835825
370.85279921788873,197.05428018563964,459.8558837560074,44.61230125411409,799.795884570618,430955.1061771012
76.95644698663273,518.835148831526,306.8100995451961,577.5429488313755,959.4333408334252,550722.8038434125
645.5702444560038,35.36243575549092,430.4024395080612,510.01685231825024,536.177494703452,434364.86801966955
681.3925106038379,277.59609773176606,128.8605654663202,392.6756765470943,956.4057227959488,558626.6837159883
187.13089175084474,903.983954928237,543.8059500773263,456.9114216457658,882.0414102298896,800443.5698983237
458.60396176858586,724.1676366115432,399.025321703102,904.0443929009577,690.0250201912273,777790.7820284201
699.6220542505167,327.7204015571189,756.7786427368892,636.0610554471413,240.02027337970955,630969.6420957088
160.53882248525642,796.3914745173317,959.1666030352225,458.13882726004283,590.9841653236849,776793.5437377464
857.7226441935546,457.22345335385705,951.8744768327361,575.7511620448724,820.767120701315,862429.7867065683
908.8437184127383,815.5238187685688,159.41446344895593,628.8984390617004,398.43425861967705,841524.3633483284
62.7129520233457,424.032251889842,258.6840668894077,849.0383084285108,33.30462654669619,378543.66463602945
958.9827218634736,355.3688484719296,356.7068904025429,16.32850268370789,185.23232523618393,571949.4076059684
401.2595008036087,929.291417302714,99.61493022127132,945.3015334790796,869.4885305466322,832668.4402278749
454.1623969075518,326.70088176826005,232.74412927905686,614.4647064768743,33.07459147550562,417454.6426639148
15.606064446828217,428.7957224982378,68.0740739747202,251.9409882460929,221.16091534608384,295475.35643808404
253.19119372285192,131.05523121525775,12.03622289765427,115.48429713874808,618.4802595127479,254537.555216281
974.2562128180504,990.3450015608939,409.0540953730616,162.95442604660536,638.7617573665293,987210.5383882525
490.30534654873713,989.4097772844315,65.3042071517802,783.2344383138131,288.3984973314939,781701.6586498612
241.418620076574,662.504571532676,246.06318499096446,665.8591175591877,517.3085172022887,602867.1397720664
424.0889884358493,554.687808661419,287.05151991962975,706.5747062729789,414.856869333564,599217.2893862107
360.5455604858923,828.6569145557378,924.9669119531922,46.007310887296924,232.6269928297655,752614.572337853
348.5193694925632,814.9664793702474,985.4914276432976,968.9717046703518,904.9483455499269,946871.7610235513
296.5562650640299,992.0112434144742,249.42004105645123,105.9061548822322,950.9526110553941,791406.8097772539
233.42025546809631,689.7682650777505,58.356358980588666,730.7090991274762,881.7202123338396,637254.4688762404
272.4368954659625,379.0568960774285,374.2961833209161,748.7882575401331,237.80724253903884,462375.82350818865
171.853099047643,449.2916486877381,304.4684073773195,839.1891222586523,237.74182601563876,462869.0362469776
502.3894574892615,942.5835996979304,633.9976977446607,867.2894054624649,940.2096893547673,982095.9591217024
750.7648618863519,699.5750602247514,967.9655666042271,994.4007896476794,451.82168266975964,941830.1372882809
70.86977818420837,292.79403144051884,152.35470568773047,417.48637479601183,131.28932847325603,262838.59973157436
604.117804020882,382.8080591578541,895.3858842882099,967.7946717985019,546.8849016694221,735155.3379102468
274.8235698675966,592.2304187618367,896.7611582244099,406.73334583574825,552.0782766919708,686257.0776763695
271.65276760614586,455.444149450027,401.7135353795986,248.41346508297102,505.86638382530833,494952.17380010785
310.38082597981145,373.0348638807475,524.9704422542643,750.5950229289875,333.5074657912753,514622.34822726354
924.1587666207636,862.3185468359023,48.69029597552854,253.64252425682275,446.13551265920194,814852.1456751097
104.62788874247408,348.47598903349706,740.0975256176825,680.5144811428258,622.3844285660049,520791.1441414556
710.5284027223456,204.92368695970177,341.69811486473213,676.2424822774628,879.2347630313271,587478.2444034739
543.6780538280952,282.69965094553663,30.23525800598259,710.3368289742134,7.8841035084403766,387841.76625777705
372.67906982099555,530.5372145627819,922.1114617671931,89.4945450329001,405.94232196828375,636408.5760928344
24.313199710157775,342.6109843415903,622.2310588397949,279.06794822859837,209.7499496556351,367558.8883573861
115.70323332709364,577.1402440203418,695.2700059046861,671.9571405958224,948.8610207205073,675912.2360391695
2.7032138935026984,647.196653894036,600.3922370976395,588.7396099702881,962.7703198402425,654176.4774323471
16.871673370039698,696.4824307014501,813.6786497018634,509.8071966215841,333.96486959680914,621887.7736774349
790.8401632274049,97.24292563242464,442.03563772992527,519.9523745708382,693.9564109345475,533930.4842628379
90.88573203240946,227.75950153786096,410.30156269012565,623.2946730201306,886.9607812174175,424380.6684196011
618.8261682413765,133.46147093493443,980.5801327872824,871.785734755493,502.72076114532405,616077.968698751
922.347981796633,541.3807937571357,923.3060678891632,829.8973686033431,968.2864102942973,965191.7618422119
919.7828107781584,36.03381742856948,174.77200416093996,389.1346771011858,952.1426972954208,515545.15363430086
300.02891947592957,160.46764388760104,886.3046660865599,446.3944154832029,907.875594354326,533719.6486692908
160.23046632014325,661.1175115080995,440.2637528294918,76.4867690302854,696.4631446525005,583745.5517747668
247.39875553915368,39.61552257951772,59.94429824957326,61.07853706678734,907.7329574850395,252510.54534835982
739.883917829101,898.062357213735,672.5823112965213,528.9399290308831,304.4463643473783,907654.5782622035
997.9622513286735,362.1890589393893,470.64894921390953,378.2451749234618,979.5269293354586,764670.0035363382
174.65838539500578,327.98800090807964,680.3486660150015,63.207618338630645,607.249374011541,453351.21050594666
477.6465028764161,283.9999767621011,238.413280924058,514.5127432987567,367.9275805370413,445736.7145644677
456.51989126265534,337.4773817642399,970.4936935959776,133.43943174560403,96.8039531783742,531704.0721696744
343.3917287909161,591.0269008704912,659.1764718500283,397.25674716804207,999.277993922171,724134.0232256901
351.8929961930426,721.4066679599524,637.5826945307929,813.0538632474606,976.22566345382,825545.1078938192
889.7936564455403,764.5619743577086,698.2484778182906,335.49816967589965,147.68557820670736,848208.3557066149
62.63600305980977,241.90170420148482,432.2814811812986,521.9962736299825,773.0835540548716,398587.51116651157
958.7409230565929,117.32048038481102,107.00414019379156,589.6947230135507,745.3980739472929,543178.9030893343
848.1503803469849,935.8320802167885,983.426242260642,399.8016922245259,380.3351835275731,1018749.2453735056
147.80867669727238,684.9344386835594,656.761958440837,862.0625958512072,97.25799478764063,621511.9453516171
497.77690782534177,581.0819296720631,241.5570400399184,169.02540612916127,859.5808364196215,638309.2463401535
58.53492223555878,470.6209039180729,115.83400130088528,457.05876133136735,979.9623263423093,474621.35081682034
423.7063534554728,857.1249175045673,117.31556418319389,271.25207676186415,403.7927406673345,670531.1565452507
399.81214000933073,671.3834786701532,344.71812737550766,713.7668684100164,639.1868992253925,696757.3894537092
399.1611452547731,431.76012765431926,614.5276998103208,70.04219014464464,822.4067383556903,595329.7339490538
653.4211611136369,726.3424644178352,536.9230010823904,110.47711099174474,405.0356132969499,742061.8252699798
405.37358284855605,321.0429900432169,29.95032490474936,737.2542425964773,109.7844580625007,382878.37165998115
606.3081330450851,703.2174964672157,634.7863229336947,959.142251977975,103.29815508513862,776124.2487132519
867.1671591051992,29.190234848913256,534.9168549270839,404.2436179392588,524.1838603937582,506672.54457642074
365.0998770600098,190.56691494006805,19.12289744868978,518.1498137911743,842.7768626848423,392333.3836248472
373.21595574479414,222.86381801498024,80.53200347184408,85.31092311870336,221.39644629277223,286861.3165278181
100.01406092155518,265.03969836448204,66.14946211695471,65.60486720992564,856.2761796227819,318252.29060926824
162.12026070883323,559.682405823448,773.4555444490305,456.4095653390666,153.36887785934573,558444.1534497977
199.59614212011434,432.9842062811807,528.2340891785358,349.4402920485349,781.4796002346613,539084.6881506941
751.0216488563984,927.211807373118,28.95254902696054,895.6912912102034,392.568788462151,847955.3635839554
878.3724953799941,690.7847761565296,987.3487570739682,759.2824517166681,364.54462599678664,940535.0012895716
501.0631728347521,376.38915519435125,364.9118360212381,260.90449938105974,495.9702953734696,515267.72620854276
681.7399450693612,277.3402713052435,524.37981107722,117.38029417055718,159.8452868541913,488733.26226328063
46.80635471218875,970.7314427706328,3.8603515102610952,178.5799680576563,612.8667531169923,613668.3124109573
81.3695988533053,881.8965030968324,719.6201578422882,966.3899714378935,507.6355472407649,787692.847432152
300.4036831584872,549.5005727952714,930.8187172979732,520.7614372418606,267.2070318623187,647400.6140205875
877.3987891741197,371.9187485124613,1.3833499989991394,247.68502249231594,318.2335091770624,526376.2662395523
858.7774682319022,458.50316706644503,444.58728781130077,336.1022663998874,880.6781230470796,744961.5461210449
945.0267769403914,991.8903291546294,376.74126696098676,966.1474456271714,791.8795696309013,1077308.2845832007
675.6891476442668,244.88947942009943,216.4572609442098,166.04782452124567,922.7566102253654,529220.0397271242
294.0766623831661,453.09424544887844,493.95783398722347,778.1715954502541,844.2349615530242,622304.1617737431
139.07270114861282,426.9043602110737,842.8548878354571,818.0333057558385,102.4137584524164,526061.5093928046
156.383348867963,304.1986915994078,75.35906908334033,424.66300284059287,107.61770514958191,279018.21164123865
568.2175936698451,246.55693981115613,596.4330653496227,117.52564290363765,975.8838684185333,575237.680555373
932.5612038573404,391.7969385646658,242.17859412608544,250.39821285357277,483.39353520239206,628557.9995131743
39.99280190071697,639.705106075127,408.3029083397448,377.40657258888734,809.3649714891984,576624.2033635833
709.03546018329,954.333815392692,351.9362404956907,897.5427646494055,769.9671862500888,970336.7867696537
357.42465159471305,621.6654364532578,288.5699576516956,874.3999170748423,112.42731721231125,583427.8161290657
212.43436129404103,183.03329207992113,403.02600240428865,745.2329600321291,526.9074490521804,391873.05714401597
487.67632353820755,0.5459648969956543,425.40172535505474,63.553774836158425,208.25325212148383,275259.68066334527
932.3939389604944,215.3982043432382,858.3376386342625,802.8933715613342,159.14623694224284,668331.7863761033
605.7119572702788,115.66187190501331,727.8881583695115,637.4622773722066,811.9385616910193,573925.3058180517
479.38454938918807,914.8630878333829,49.348946788439704,292.88856502701464,715.0525974651671,751022.8430084824
418.10921174800086,172.9513542711564,107.21074542854603,817.3391114616214,473.14297846564426,392201.3090613534
882.2836719191074,733.2891343167261,409.7262056307436,373.51101415568365,515.6383466512517,832821.1681649773
889.0599531897286,737.2785797141679,5.15296426902323,694.1578513691255,919.5074069058206,850161.2080876894
710.4557595044915,177.00578156749592,483.5181274274587,140.31601792341942,358.9952783396321,471860.7244321102
937.1170419405177,923.3053075587084,282.8368521760829,339.63104416619916,600.2128681312939,928283.6085854861
963.19729526038,147.80133406539042,256.9166436866691,873.5568272907715,491.8922317083445,580415.03181424
898.9610922270317,185.51789752317626,532.6685874713608,326.26963264937234,316.54255989247605,553534.2675255318
446.8769639461991,433.0774491012684,357.3468796779544,914.9707703156186,731.7441854328928,628427.6806258096
727.5469913315296,289.91344959195544,577.7094243168403,779.179433301834,795.5903685432131,680958.2206884603
344.5304607543123,770.8727565686478,735.893896807733,141.50648562190028,865.9454685664773,785854.2813919847
441.3214701804108,486.4104488886655,448.3691788979973,567.8460014775076,621.1692473670547,620072.0700897883
498.1795657629434,866.7885432590956,627.7347561952844,401.42794930552,416.69175690871094,816865.2065562152
810.8386151289513,348.1919427465201,211.45479578241356,59.383188005789236,876.0268479205741,602901.4933478681
918.5464511903499,120.12018216347597,334.4737414961149,175.37206951524388,115.89846882587973,442621.5146204547
899.8667430000302,56.87725914535547,980.4856634690068,96.45086069738417,863.4706491935857,637348.5002812652
566.5061069891627,367.9174878178734,342.3423766251579,757.3641432377087,314.5732950042872,550140.9831990787
657.3189166171418,517.3260835160801,484.9656451580705,901.1621706491616,554.6450586202595,729258.7469867655
826.861603048695,725.5735341014894,38.55724605899835,773.1100525054192,216.87025009104067,732191.6183199984
903.1496468515716,42.92419060883201,333.07203447431874,99.73294723475401,475.58911708484374,446063.4768741135
820.0224358697518,298.1873596630641,150.9348973110416,330.2670356968992,813.880141920636,585891.0077018788
140.38395779934686,227.3624490775018,68.85196449337394,705.7100439896077,395.23324353633683,304419.5868282061
310.839977143316,718.6263903411519,335.97754234025524,727.771273214418,815.1993953143135,719515.3002432133
217.66284345773846,973.8186968459834,162.3579479126668,290.84090665674256,179.79529083354163,644993.7743873318
345.50565635633444,480.0608878207556,522.175869002119,853.606042296272,889.4479088158665,671382.2930867673
220.1038607809064,622.8940321857525,111.49605729871558,458.9698601820683,322.3335380466181,499989.6540293649
316.5007454536064,482.584241712101,729.8276355292676,69.18265879238949,879.1733376874045,626478.8173876954
734.813774630561,176.49938888906013,939.1609090873703,506.3122240233886,999.8085781169654,700757.3012775155
197.25947430073765,534.9081983832014,290.2480425599284,304.1735573892466,591.0653808339902,508957.5657003954
921.7190668708332,805.263855579175,723.9413985013259,559.1737821017022,922.2985036674477,1023338.0441410783
492.3614066908841,873.8321783347182,833.9816438766318,213.83534680158655,771.2254629659102,895136.8675483739
12.171156943258765,322.8295375480875,229.5674446919498,506.86295848731345,736.8531616807855,375436.3231467764
97.67636744772412,514.9222019367684,938.4120216943857,228.6465509829455,677.1411441114241,603099.1127174901
592.8802707811576,10.06369565609333,475.82619585722273,708.7703909410486,43.9754320240906,361508.1479677733
879.5214830237301,520.0814166356731,30.66104832571792,224.4136119208402,953.675696427313,699411.1463218678
582.3197330520553,107.47256776880454,287.5445022805615,456.7036258604842,20.950069267730463,342139.5988646816
411.6155136137588,489.4586354346981,243.6778752812322,588.6390002919866,753.2401195921768,592620.5206036267
235.83422410563549,620.4999002799877,639.6222429637415,948.5403011288411,778.2761672964438,725549.2433170025
848.345269790006,490.41990843627514,185.34858697938284,995.815292959635,129.35576103869963,661327.6935607394
471.4573193542654,68.0930992421066,943.8508573508195,964.9249408484396,719.3890620039735,574535.807425465
349.9928436301689,254.38240111762434,265.3033245370474,127.29402542007473,525.8089530767229,382565.67254354333
141.8172757014775,316.7306665534563,626.7064759591049,727.5436095907498,24.272704622061212,407185.000295091
430.1159843767399,652.124594842139,853.2459761585128,475.3247822120824,969.2058717176852,824572.8539502979
265.63254754144725,13.50870662671888,483.7528647017362,256.11379502001796,823.7176720231694,336609.0683338203
232.77267218111209,310.6292182913063,791.2274310191123,715.14325202536,558.0512366572625,543078.9305622717
704.9480619227595,418.6368635700265,5.310047614667801,11.355128512192557,511.22178757368664,505140.2833332216
83.29097971899924,51.07548016925678,965.5166391374734,859.0026396580586,152.0272272095695,358842.28683298675
0.6642185902044906,941.6677953897564,278.3252983201143,185.8976028554975,691.5081078315353,653786.0281588321
108.9037388413262,264.6495980028003,975.0946802120465,639.4627744740102,520.6777914825535,506172.4613336362
397.9186148349377,774.500954884202,140.9574765236937,967.3378020369821,861.1230080657866,766929.5605182005
617.6569825692433,42.90619040255817,700.8556494477377,913.2843408854808,524.577067478626,520671.5140394423
354.22482182726276,120.27734497946963,754.9011041375683,885.0218512118062,100.25174407584858,427764.4680870219
758.984554752342,17.06048625909751,967.0549180772196,615.0580206350962,552.4390589916331,578024.1713944916
295.9498335889278,929.2916715697834,265.90562733679104,828.146613216695,985.108679337132,842833.8229979888
783.3966455148059,518.9899203864318,66.07426385167192,472.413789171073,438.25594697170357,626635.2688063794
202.79604118699524,423.58763671430444,357.7578840803387,163.68426115164846,441.37414333248614,432543.7891988191
262.7999563244891,522.0624206822644,35.16005971619418,906.2314197872842,816.3643055198561,565207.9996260646
552.5813325105046,851.8085827572431,962.3950738108005,110.52229405266057,630.8318084098038,894884.2361125377
997.9940009356586,987.8891693335261,603.3229922907447,128.02087045081666,583.1928309905283,1017635.2145978761
2.0646355744217137,198.91133466685963,956.12315955996,330.4405726028439,638.3901057769485,424321.4434068626
280.8594946322427,947.8218871115895,728.5587299494867,329.65115758141263,791.7614211803708,861334.5115579175
108.16552447633765,392.3189400654594,221.21812773159232,683.7264472760462,102.44628177193039,362255.7090819611
397.02583228267406,276.6497302091896,506.34291932380415,349.8976805038789,706.410577667011,503614.6720489864
24.577024306966067,633.9869213059075,230.57128969382,268.7090287568493,800.2556035835236,522737.0483169161
955.5683939804209,316.5502100270866,826.8052703690757,103.99083797123309,633.9816530073832,721055.0400183056
751.0322995349188,155.97792803445654,426.00238766956056,892.7071642489816,103.57846344837218,500057.53619622334
18.096358201475148,590.5853790479338,435.53154053093346,798.6892488839027,923.4555382041067,610796.759549866
299.1536445438161,388.4041171691053,486.27208632931485,588.1514604352993,983.8538296816167,592075.9324411965
697.3302508300516,389.5485073455688,263.7676864504621,944.625718422124,135.5484331085064,575598.2600520544
720.2658525047581,925.3950252924407,664.6655865344386,423.05444016612114,198.990939925484,887865.1922391509
367.47532225192725,706.8718094201221,649.5342241752968,927.976166598358,866.8609136593749,821787.0482910016
816.1507522663684,911.4508753507623,276.3371527370494,369.5235401396495,379.8939037860174,854070.1923454901
560.4505887097803,668.218229542771,286.71668304039434,19.462467309300347,399.2223836579093,627491.936129985
308.52795955440047,942.1847190180479,888.2650405440436,860.3106783434196,652.999760945243,929657.4883989666
344.28916469893886,548.8492673993047,815.2250407163727,98.61036872281103,801.0748802553047,677312.6558383888
41.17979132812166,816.4210312143557,807.5638041598735,51.00730882875582,627.1607114618582,686669.7768976665
502.45307431289723,169.81950317171467,148.37893767737563,773.2591260670232,567.6927488368441,433059.66997383046
982.9991349165325,982.2477772883441,992.6669934642664,118.6155183657659,938.2561369639623,1141006.5716303226
244.5696090205628,458.212259758612,757.4065558217259,203.62093207723197,566.31160555433,564596.2719768917
185.8167482259957,104.7361066812933,116.55861242959853,357.6390348482188,4.654836837183485,172932.45128128788
424.8539212016895,664.1971050811491,401.68818500398874,85.79460051983511,62.688862023640546,563507.237860785
278.11651276486174,169.31269054360075,965.0949732179695,151.230224974085,805.4624374049965,501541.8345547524
586.1079417411448,569.2869199842944,512.0807159237846,971.7630761139511,363.8447750916378,718191.3796980821
787.9157509538762,555.2941074669596,395.63366762572616,955.4659333057809,598.3159693646871,783717.722878954
118.91694214601355,417.5392009968566,781.5817276816076,693.7470232392138,916.3403298365743,612726.5677246606
259.3773841415202,758.1937163538238,459.87520739452094,573.6097469668155,955.0466810062829,754746.984106429
979.2863199891774,861.5909639255635,359.09708773029627,887.7008357273198,638.609177641413,986967.9058870148
429.9967804707131,35.74268250048374,770.1281241915822,502.10558072411305,786.1884994650608,473095.192589147
748.0227993432699,793.5673680483519,300.65115869676686,800.7985990676309,548.8463284661673,846345.8146055033
473.3262004491432,675.125913820757,21.358682938348306,102.31681588759423,292.177365167522,543365.8669990258
982.9901099578396,139.74577886495499,330.5963007592103,51.05306469192361,331.2688802927263,491090.7336049758
320.3262865108316,946.8071709445221,845.1540869957204,382.7642192427715,24.76905803924867,785047.0131489995
831.0311139953782,660.5361771445401,152.3644836513097,996.0712710101873,100.23343742412305,729863.0604173465
867.1145415936628,294.266164129689,435.35346632515706,795.4565267763146,677.5083559940102,679462.2630749824
937.8643744440392,621.1403254603832,97.81016147905275,884.3603632419504,769.1555249885911,818194.6752197011
711.870450893322,53.73354735373537,396.222744661744,167.43581945953923,821.9039084078689,463008.71463596175
700.5286228178628,883.0775973191353,966.575106924164,774.7476141924986,994.2330832207621,1076664.4919320005
614.7698861442989,37.129603891447815,14.25151515029588,342.10387520378873,823.4717190675372,369959.9266143759
866.134706324731,960.8125288226779,65.1214685488184,44.571110987664085,913.2835963670337,899331.1021840384
305.0466983628616,557.9874006096327,982.4448830007099,400.4485347359233,665.8713983098398,712736.1875440524
400.8795636319853,768.1946644627798,527.7147255728659,237.52313798634972,271.30610125846624,678758.043451489
258.0592125384072,532.3203282585608,703.1890160156643,949.2799000431421,694.0873750829799,688201.3883378176
781.1928439623906,168.92611586456562,374.06262500732566,413.7802198582661,686.380230000473,543765.0533322212
295.8919763768736,303.2919214196661,355.8891546408681,810.3020815432322,577.5900900433487,484393.28609700355
75.27727983273446,78.24609969046881,371.2869442824993,766.5910506061583,688.6834264786805,320383.56333527225
707.9823546511866,767.210066054097,287.15271288632937,548.256281942088,543.3526403167696,793893.5038778703
739.6325011799493,956.8705691056464,277.98994479546593,793.2816727570482,659.9705485232624,939154.2452951716
580.2378708634601,774.879779347402,944.0324664280994,36.69141786941299,147.40010251322067,782279.0034750496
756.2872315011158,83.79135291008456,516.123700741093,219.86077664160698,274.2957038427515,438566.36470048653
701.8404829444163,30.192773268711615,873.3194279019036,444.47895535227,502.39329390710105,525978.6374808804
540.0479636936919,645.5442945794939,344.85658662274807,101.10749056349133,318.37893666617657,616909.0902714775
168.1421180228203,556.1331794504739,318.02863096038647,958.0671779934348,965.7342779802807,636812.6985536452
620.1258805682414,617.497267667286,985.378564567106,887.283151235186,765.0699491581399,900332.5446856552
313.5906117427012,365.5390281180764,201.26676576086544,487.1481269173746,990.3685221395796,519166.1062999645
912.1509530115887,118.34943401946907,25.19028929050615,898.6376684082662,537.1701279487074,512349.60643955966
200.18988820845618,673.6532695846354,644.2231779298199,122.08560683646719,259.6002334976195,581337.3974392546
60.07796431325796,209.86047387014196,132.3056748530629,193.23629247455608,685.467145913117,275302.1750332972
49.49974426106773,101.85461524821649,134.17363807828764,316.541120958134,298.7503108519409,172007.09365428
255.0637853166394,750.5366534324163,998.0227877581005,533.9779236287958,944.202717913942,851571.4563504509
396.6101121260647,106.68244680271344,408.7738294698373,296.1277734146933,493.4069622891781,363747.3340680404
657.0436769164232,461.0502191524082,935.1605120778256,884.76482229938,701.9775951661971,815076.7856328717
489.6849123645491,131.68728181445687,397.0136667776334,704.4015394011736,284.88552055373117,409213.451447441
103.98807754342043,907.8984575106282,709.0508098155445,615.2764266350972,792.4989056089165,814505.6576514267
835.6460375834756,483.4589981710233,881.18825140944,916.4190107011054,271.5510954247814,807561.8327594455
607.5453597907942,526.5840288204691,537.9457791519025,937.663093964562,305.18870269302903,699112.8680123177
983.4339782345762,902.1312148042321,458.7228886135026,817.4532636181661,769.0469943201406,1039157.0877124601
