satisfaction_level,last_evaluation,average_monthly_hours,number_of_projects,time_spent_at_company,left,department_IT,department_RandD,department_hr,department_management,department_marketing,department_product_mng,department_sales,department_support,department_technical,salary_high,salary_low,salary_medium
0.870079297730452,0.9807174106979278,189,5,8,1,False,False,False,False,False,False,True,False,False,False,True,False
0.5632025716466448,0.9177826163992866,250,5,1,0,False,False,True,False,False,False,False,False,False,True,False,False
0.19513054349137063,0.6692990159083891,211,2,3,0,False,False,False,False,False,False,True,False,False,True,False,False
0.724665100177886,0.4377144924834286,135,2,7,1,False,False,False,False,False,False,False,False,True,True,False,False
0.5672467356170864,0.6856352617011982,266,3,1,1,False,False,False,False,False,False,False,False,True,False,False,True
0.36825181461532863,0.8135464119772139,168,5,1,0,False,False,False,False,False,True,False,False,False,True,False,False
0.4802854422014694,0.7646258849362028,216,3,5,1,False,False,False,False,True,False,False,False,False,False,True,False
0.36850396922874895,0.722882240626531,210,2,9,1,False,False,False,False,False,False,True,False,False,False,False,True
0.3367232521685056,0.6812913748091448,297,6,6,1,False,False,False,False,False,False,False,True,False,False,True,False
0.24724757875934097,0.5762571238164318,255,6,2,0,False,False,False,False,False,False,False,False,True,True,False,False
0.42649041982372826,0.5664080570347776,250,2,9,1,False,True,False,False,False,False,False,False,False,True,False,False
0.3258884856844637,0.7001388873554811,298,5,6,1,False,False,True,False,False,False,False,False,False,False,True,False
0.7150910383485254,0.49636188785778945,179,6,5,0,False,False,False,False,False,False,False,False,True,False,False,True
0.7154890670469757,0.604411254144881,208,5,5,0,False,False,False,False,False,False,False,False,True,False,True,False
0.5516562183000746,0.5943875648260597,136,6,3,0,False,False,True,False,False,False,False,False,False,True,False,False
0.8001500747232889,0.7522796809505206,260,5,6,0,False,False,False,True,False,False,False,False,False,False,False,True
0.8572057471054434,0.44000938021781477,223,6,4,0,True,False,False,False,False,False,False,False,False,True,False,False
0.6217898116908458,0.8978012081590571,130,5,2,1,False,False,True,False,False,False,False,False,False,True,False,False
0.6570416464870904,0.7374270282306412,191,3,3,0,False,False,False,False,False,True,False,False,False,False,True,False
0.3545973188077287,0.8024960084655612,282,5,9,1,False,False,True,False,False,False,False,False,False,True,False,False
0.9053822806349678,0.8218563422556597,297,3,9,0,False,False,True,False,False,False,False,False,False,False,True,False
0.12178543998027686,0.5748904821055218,183,3,6,1,False,False,False,False,True,False,False,False,False,False,False,True
0.4137422224985611,0.6822229404309199,206,2,9,1,False,False,True,False,False,False,False,False,False,True,False,False
0.7496203793948704,0.9737475735218003,134,3,4,0,True,False,False,False,False,False,False,False,False,True,False,False
0.17208055870404512,0.8600231427980889,80,4,5,0,True,False,False,False,False,False,False,False,False,False,False,True
0.26485257468546336,0.9817341251339112,169,3,6,0,False,True,False,False,False,False,False,False,False,False,True,False
0.6303571550765661,0.847752607087773,235,5,9,0,False,False,False,True,False,False,False,False,False,True,False,False
0.6039943043172021,0.5053600838251104,132,3,5,0,False,False,True,False,False,False,False,False,False,False,False,True
0.7650354665178595,0.4387215303068058,265,5,8,0,False,False,False,False,True,False,False,False,False,True,False,False
0.8313513751793546,0.7465968620317982,152,5,1,1,False,False,False,False,True,False,False,False,False,False,True,False
0.2157216206605022,0.6146879678215658,267,4,5,1,False,False,False,False,False,False,False,True,False,False,True,False
0.11654289079771785,0.5652747460829022,266,3,1,1,False,False,False,True,False,False,False,False,False,False,True,False
0.7206746676930155,0.8843265978552505,187,3,6,1,False,False,False,False,True,False,False,False,False,False,True,False
0.3712526161897233,0.6201959602491685,229,6,7,1,True,False,False,False,False,False,False,False,False,False,False,True
0.6633855225261582,0.5902005818405823,87,6,5,0,False,False,False,False,False,False,False,True,False,True,False,False
0.23549012925600224,0.9099925559014063,256,2,1,0,False,False,False,False,False,False,True,False,False,False,False,True
0.5221360419993666,0.9077724018918761,121,5,6,1,False,False,False,False,True,False,False,False,False,False,True,False
0.5539822714570932,0.613819982653034,234,4,5,1,False,False,False,False,False,True,False,False,False,False,True,False
0.6265700347358945,0.8994992205915797,246,6,6,0,False,False,False,False,True,False,False,False,False,False,True,False
0.5618530146975079,0.9104670941995963,290,3,7,0,False,False,False,False,False,False,False,False,True,False,True,False
0.5461216932058425,0.6543583210177998,104,2,7,0,False,False,False,True,False,False,False,False,False,True,False,False
0.39946073858547004,0.43988387812550295,117,4,2,0,False,False,False,False,False,False,False,False,True,False,True,False
0.16406221268627763,0.4009507866798041,164,3,3,1,False,True,False,False,False,False,False,False,False,True,False,False
0.18056817711715809,0.7139754777333971,231,3,6,1,False,False,False,False,True,False,False,False,False,False,True,False
0.49040044696643836,0.6064452960222134,103,5,3,0,False,False,False,False,False,False,True,False,False,True,False,False
0.42021381503889377,0.9982791364950196,139,5,2,0,False,False,False,False,False,False,False,False,True,True,False,False
0.564521324207048,0.8634465997763705,290,6,4,1,False,False,False,False,False,False,False,False,True,False,True,False
0.3743543523306403,0.8567652738102475,257,6,5,1,False,False,False,True,False,False,False,False,False,False,False,True
0.7191190823097919,0.9731456609724062,190,3,9,1,False,False,False,False,False,False,False,True,False,False,False,True
0.8775593398085595,0.9326346387359925,145,3,3,0,False,False,False,False,False,False,True,False,False,False,False,True
0.3689768699081809,0.5909124876738332,221,6,3,1,False,False,False,False,False,False,False,False,True,False,False,True
0.27368560714512574,0.49959233296232586,132,6,6,0,False,False,True,False,False,False,False,False,False,False,False,True
0.2045625168286802,0.8475353590392893,239,3,5,0,False,False,False,False,False,False,True,False,False,False,True,False
0.6546286365137312,0.6269643362097238,185,4,6,0,False,False,True,False,False,False,False,False,False,False,True,False
0.49947039202651244,0.6839035909785739,175,3,7,1,False,False,False,False,True,False,False,False,False,False,True,False
0.26921414547666006,0.7782386387648961,299,4,3,1,False,False,False,False,False,False,False,False,True,False,True,False
0.6878230599626699,0.9447236061611444,255,4,5,0,False,False,False,False,False,False,False,False,True,False,True,False
0.23363486470475597,0.6514526522025796,118,3,8,1,True,False,False,False,False,False,False,False,False,False,True,False
0.5988706352631573,0.8699901341316167,247,2,4,0,True,False,False,False,False,False,False,False,False,True,False,False
0.5744335434627382,0.5610038747647945,121,6,2,1,False,False,False,True,False,False,False,False,False,True,False,False
0.7608050210674749,0.8187830745541682,190,5,4,0,False,False,False,False,False,False,False,True,False,False,True,False
0.1495986759466001,0.40094765264674714,183,3,2,0,False,False,False,True,False,False,False,False,False,False,True,False
0.8990856386661973,0.9229043280943808,156,4,3,1,False,False,False,True,False,False,False,False,False,True,False,False
0.7326925535321376,0.41822774797267753,283,3,4,1,False,False,False,False,False,False,False,False,True,True,False,False
0.294513398513886,0.8276522528575505,87,6,4,0,True,False,False,False,False,False,False,False,False,False,True,False
0.2650648137487657,0.42775491355677037,286,4,9,1,True,False,False,False,False,False,False,False,False,True,False,False
0.4884941927294051,0.5597474196364021,105,5,6,0,True,False,False,False,False,False,False,False,False,False,False,True
0.8358087965901372,0.6983214421339319,219,5,9,0,False,False,False,False,False,False,True,False,False,False,False,True
0.8586549938251964,0.6519632112089428,122,5,4,0,False,False,False,False,False,True,False,False,False,False,False,True
0.5684104829254447,0.5151016687606064,258,2,9,0,False,False,False,False,False,False,False,False,True,True,False,False
0.8747297764180637,0.6002889470255425,189,4,9,0,False,False,False,False,True,False,False,False,False,False,True,False
0.10489933827252151,0.8366238220365803,298,4,6,0,False,False,False,True,False,False,False,False,False,False,True,False
0.13165716837843697,0.801554255547789,289,2,5,0,True,False,False,False,False,False,False,False,False,False,True,False
0.9206394342730685,0.44308875025834943,179,4,3,0,True,False,False,False,False,False,False,False,False,True,False,False
0.7977987368973244,0.8483894953437319,142,2,5,1,True,False,False,False,False,False,False,False,False,True,False,False
0.5056354524253471,0.43182752871821706,128,3,3,1,False,False,False,False,False,False,False,False,True,False,False,True
0.7782491183301884,0.7257558334598706,194,6,5,0,True,False,False,False,False,False,False,False,False,True,False,False
0.9600755155510795,0.5560376488253144,234,5,5,0,False,False,False,False,False,False,False,True,False,False,False,True
0.7948805714931565,0.7526140765358913,216,2,2,0,False,False,False,True,False,False,False,False,False,False,False,True
0.8581342004364898,0.5567970375645411,246,2,9,1,False,False,False,False,False,False,False,False,True,False,True,False
0.7845459232510555,0.9909747817754986,144,2,7,0,False,False,False,True,False,False,False,False,False,True,False,False
0.25138998319018746,0.5858369102365191,278,3,6,0,False,False,True,False,False,False,False,False,False,False,True,False
0.8502166986811631,0.5451763814046976,297,2,5,0,False,True,False,False,False,False,False,False,False,False,True,False
0.27559793802178906,0.5670791745492076,150,6,4,1,False,False,False,False,False,False,False,True,False,True,False,False
0.9033501952397323,0.9378837143555773,86,6,8,1,False,False,False,False,False,False,True,False,False,True,False,False
0.5127849082729683,0.7817312972016068,279,5,2,1,False,False,False,False,False,False,True,False,False,False,False,True
0.7092790770799257,0.8384104584524659,159,3,8,0,False,False,False,False,False,True,False,False,False,False,False,True
0.5475167630925791,0.9508063060566102,146,6,1,0,False,False,False,False,False,False,False,True,False,False,False,True
0.18459183647494182,0.9471234909070045,217,4,1,1,False,False,False,True,False,False,False,False,False,False,False,True
0.3616500768585986,0.8433675079472365,278,4,3,0,False,False,False,False,False,False,True,False,False,False,True,False
0.9853586685973054,0.5186946573047937,292,4,5,1,False,True,False,False,False,False,False,False,False,False,True,False
0.9646432765028357,0.9060239924050033,260,2,6,1,False,False,False,False,False,False,True,False,False,True,False,False
0.3884382078899926,0.5222656205146382,180,2,4,0,True,False,False,False,False,False,False,False,False,False,False,True
0.9966671238207032,0.8457392884590591,174,4,7,0,False,False,False,False,False,True,False,False,False,False,False,True
0.8609960759472096,0.8113618399269247,166,5,7,0,False,False,False,False,False,False,False,False,True,False,False,True
0.6498635494890292,0.8553333100842679,264,5,2,0,False,False,False,False,True,False,False,False,False,False,True,False
0.13611215823490855,0.7196114084282894,170,2,2,1,False,False,False,False,True,False,False,False,False,True,False,False
0.9113021465845416,0.7832357093495318,293,4,2,1,False,False,False,False,False,False,True,False,False,False,True,False
0.6016863513378877,0.9719920482605532,182,5,2,1,False,False,False,True,False,False,False,False,False,True,False,False
0.8816285360824926,0.460653156504529,205,2,9,1,False,False,False,True,False,False,False,False,False,True,False,False
0.8509862079151681,0.585308364868972,234,4,5,1,True,False,False,False,False,False,False,False,False,False,True,False
0.8497055936809774,0.7668142078590294,261,3,8,1,False,False,False,False,False,False,True,False,False,False,True,False
0.7283564746434146,0.9784324780788936,192,4,5,0,False,False,False,False,False,False,True,False,False,True,False,False
0.36227362480844383,0.45734466859756073,83,4,5,1,False,False,False,False,True,False,False,False,False,False,True,False
0.40254423197006783,0.4135295329180519,167,6,1,0,False,False,True,False,False,False,False,False,False,False,True,False
0.3776222913244177,0.43344975908219685,230,6,6,0,False,False,False,False,False,False,True,False,False,True,False,False
0.11804139957930823,0.4314434118767193,255,3,4,1,False,False,False,False,False,False,False,False,True,True,False,False
0.62431201829333,0.9446895146664426,290,3,3,1,False,False,False,False,False,True,False,False,False,False,False,True
0.7289503034014295,0.8327547447602948,249,4,6,0,False,False,False,False,False,True,False,False,False,False,True,False
0.8684793941726832,0.806263819717767,82,5,2,0,False,False,False,False,False,False,False,False,True,True,False,False
0.22614889004445732,0.7135436921570857,170,3,8,1,False,False,True,False,False,False,False,False,False,False,True,False
0.5897648340791216,0.8691715701832912,82,4,1,1,False,False,False,True,False,False,False,False,False,False,True,False
0.10720732660640458,0.4933887956569545,235,2,9,0,False,False,False,False,True,False,False,False,False,True,False,False
0.18558428293965654,0.6351647138730625,270,6,8,1,False,False,False,False,False,True,False,False,False,False,False,True
0.14879056978539376,0.694002550458606,160,5,1,1,False,False,False,False,False,False,False,True,False,True,False,False
0.7529302306139383,0.46624569860603576,238,4,9,1,False,True,False,False,False,False,False,False,False,True,False,False
0.17295360748984284,0.6517082256025102,217,2,2,1,False,False,False,False,True,False,False,False,False,False,True,False
0.744807683402911,0.5899010675575722,256,6,3,1,False,False,True,False,False,False,False,False,False,False,False,True
0.32466223396952504,0.4213492874760776,293,2,2,0,False,False,False,False,False,False,False,True,False,True,False,False
0.8899416646272456,0.48204124163754114,173,4,8,1,False,False,False,False,False,False,True,False,False,False,True,False
0.8318349895274327,0.8584220939004831,205,3,2,1,False,False,False,False,False,False,False,False,True,True,False,False
0.9620471957277489,0.4108227457027867,192,6,2,0,False,False,False,False,False,False,True,False,False,False,True,False
0.8953858139122287,0.9605519794578167,228,2,1,0,True,False,False,False,False,False,False,False,False,True,False,False
0.9399964772047126,0.45185477946834246,179,3,7,1,False,False,False,False,False,False,False,False,True,False,False,True
0.8728681568619769,0.8795428565220749,132,5,2,1,False,False,False,False,False,False,False,True,False,True,False,False
0.7240437105533698,0.9391699245660825,166,4,5,0,False,True,False,False,False,False,False,False,False,False,True,False
0.25323323691289235,0.9646813509102683,283,4,5,1,True,False,False,False,False,False,False,False,False,True,False,False
0.3445367669686836,0.9204862140975836,168,6,3,1,False,False,False,True,False,False,False,False,False,False,False,True
0.2914542695172458,0.572530023655266,133,2,3,1,True,False,False,False,False,False,False,False,False,False,False,True
0.643227208892385,0.5998522788030862,264,5,3,0,False,False,False,False,False,True,False,False,False,False,False,True
0.5532579441762413,0.6559274191660456,99,6,6,1,False,False,False,False,True,False,False,False,False,False,False,True
0.8803719974425813,0.4835780136442605,192,6,4,1,False,False,True,False,False,False,False,False,False,False,True,False
0.9574055798491681,0.41336347304033433,128,2,3,0,False,False,False,False,False,False,True,False,False,True,False,False
0.4643739006563299,0.9214729685686208,214,5,2,1,False,False,False,True,False,False,False,False,False,False,False,True
0.5557154979527311,0.7324772297262738,108,2,3,1,False,False,True,False,False,False,False,False,False,True,False,False
0.9743647211237253,0.7652337653069299,127,4,4,1,True,False,False,False,False,False,False,False,False,False,True,False
0.3486150474608292,0.9561930848906772,92,3,6,1,False,True,False,False,False,False,False,False,False,True,False,False
0.8131516978229323,0.7990721068681694,82,4,4,0,False,False,False,False,False,False,True,False,False,True,False,False
0.30271591210172166,0.8145121026038881,81,4,8,0,False,False,False,True,False,False,False,False,False,False,False,True
0.7133141038827447,0.8721811890620453,95,6,3,1,False,False,True,False,False,False,False,False,False,False,False,True
0.32825406487470776,0.46980906991444227,173,4,3,1,False,False,False,False,False,False,True,False,False,False,True,False
0.8953600499482481,0.6160972919282749,181,5,3,1,False,False,False,False,False,False,True,False,False,True,False,False
0.6053301493630091,0.9809247566220197,213,4,8,1,False,False,False,True,False,False,False,False,False,False,True,False
0.26734027678694616,0.9537580468603639,124,5,4,0,False,False,False,False,False,False,False,True,False,False,True,False
0.30193225812863744,0.9304451777861109,150,2,1,0,False,False,False,False,True,False,False,False,False,False,True,False
0.5444642761372902,0.6712531062033835,212,6,2,0,False,False,False,False,False,False,False,True,False,False,False,True
0.9654418230173909,0.9143157721520834,135,5,2,1,False,False,False,False,False,False,True,False,False,False,False,True
0.792677947495289,0.4290375291674594,278,4,3,1,False,False,False,False,False,False,False,False,True,True,False,False
0.5394786785432606,0.4891104545542705,206,6,6,1,False,False,False,True,False,False,False,False,False,True,False,False
0.4039472301059954,0.6483806190904324,111,6,8,0,False,False,False,False,False,False,True,False,False,True,False,False
0.5943416440135983,0.6900352400092759,128,5,1,0,False,False,False,False,False,False,True,False,False,False,False,True
0.7735247500857577,0.5581042921125141,92,5,9,0,False,True,False,False,False,False,False,False,False,False,False,True
0.80553572960752,0.6138860025086725,237,3,1,0,False,False,False,False,True,False,False,False,False,False,True,False
0.39214791828725015,0.4976656606152213,104,3,2,0,False,True,False,False,False,False,False,False,False,False,False,True
0.7490433413924895,0.6934804190295443,292,6,3,1,False,False,False,True,False,False,False,False,False,False,True,False
0.6920099020325675,0.8763059757207168,139,3,7,1,False,False,False,False,False,True,False,False,False,False,True,False
0.9632010627966645,0.7968162361967834,138,4,9,1,False,False,False,False,False,False,False,True,False,False,False,True
0.9379812614572134,0.4646753484193248,292,2,3,0,False,True,False,False,False,False,False,False,False,False,True,False
0.8104413930432194,0.6925489620380296,235,6,8,1,False,False,False,True,False,False,False,False,False,False,True,False
0.7510552199694356,0.8185878296678349,137,2,9,1,False,False,False,False,False,False,False,True,False,True,False,False
0.34663743073384823,0.7179371779323647,99,3,7,0,False,False,False,True,False,False,False,False,False,False,True,False
0.86136873048868,0.6350053579213294,241,5,4,0,False,False,False,False,False,True,False,False,False,False,False,True
0.4847551333420296,0.7731486527703268,212,6,4,0,False,False,False,False,True,False,False,False,False,False,False,True
0.34501648825544023,0.9811831991801653,289,3,4,1,False,False,False,False,True,False,False,False,False,False,True,False
0.44574468215811625,0.45694474585964684,267,4,6,0,False,False,False,True,False,False,False,False,False,True,False,False
0.8523419410148572,0.6340096364485364,250,6,4,1,False,True,False,False,False,False,False,False,False,False,False,True
0.2337698940200965,0.6439635118276574,136,6,5,1,False,False,False,False,True,False,False,False,False,False,False,True
0.5105428670078402,0.7461803862810226,264,5,9,0,False,False,False,False,False,False,False,False,True,True,False,False
0.5431218350765408,0.4913047611291508,282,6,7,1,False,True,False,False,False,False,False,False,False,False,True,False
0.13296672783893748,0.5059858179222817,133,5,8,0,False,False,True,False,False,False,False,False,False,False,False,True
0.2761714265933488,0.5712168315987128,288,3,5,0,True,False,False,False,False,False,False,False,False,False,True,False
0.8440681857182708,0.9735220259611117,191,4,5,1,False,False,False,True,False,False,False,False,False,False,True,False
0.8476906497352845,0.8404651487385415,252,4,7,1,False,False,False,True,False,False,False,False,False,False,True,False
0.3631735754958232,0.797015981014902,165,6,8,1,False,False,False,True,False,False,False,False,False,False,True,False
0.8874075111381337,0.8901746124365573,116,6,9,0,False,False,False,False,False,True,False,False,False,False,False,True
0.7946046451615131,0.4765458813500158,163,3,2,1,False,False,False,True,False,False,False,False,False,True,False,False
0.4761167354158685,0.9155996918342509,127,5,3,0,False,False,False,False,True,False,False,False,False,False,False,True
0.773565709964534,0.7568996283325025,197,4,2,0,False,False,False,False,True,False,False,False,False,True,False,False
0.9652011680753256,0.6011974044753613,261,5,7,1,True,False,False,False,False,False,False,False,False,False,True,False
0.5130727462588139,0.8895131534474142,127,3,2,1,True,False,False,False,False,False,False,False,False,True,False,False
0.3145844610581353,0.8815387206091745,191,4,2,1,False,True,False,False,False,False,False,False,False,False,True,False
0.9476348500451403,0.9074251490300362,189,4,2,1,False,False,False,False,True,False,False,False,False,False,False,True
0.6433698597069308,0.4693107400641893,85,2,4,0,False,False,False,False,True,False,False,False,False,False,False,True
0.19473864623238274,0.9816167469974656,241,3,1,1,False,False,False,False,False,True,False,False,False,True,False,False
0.6154145342710206,0.9757756922738386,270,3,2,0,False,False,False,False,True,False,False,False,False,False,True,False
0.5505228005034688,0.614481787301045,157,2,3,1,False,False,False,False,True,False,False,False,False,False,True,False
0.8700300046680071,0.4395364109271518,255,5,7,1,False,False,False,False,False,False,False,False,True,True,False,False
0.5776256707871692,0.5002334016812714,102,2,1,1,False,False,False,False,False,False,False,False,True,False,True,False
0.3297091909098551,0.9956984952668182,205,3,6,0,False,False,False,False,True,False,False,False,False,False,True,False
0.7080796574783996,0.7378077659029978,163,5,3,1,False,False,False,False,True,False,False,False,False,False,True,False
0.5883179072820222,0.6139730792956313,92,4,3,0,False,False,False,False,True,False,False,False,False,False,False,True
0.30974016544018523,0.5729216163100233,126,2,4,1,True,False,False,False,False,False,False,False,False,False,False,True
0.616265072148617,0.5541950411865686,123,5,4,1,False,False,False,False,False,False,True,False,False,False,False,True
0.8393820201007175,0.7984916590326893,184,5,7,0,False,False,False,False,False,False,False,False,True,False,True,False
0.1257138259516094,0.6516326989118115,239,5,3,0,False,False,True,False,False,False,False,False,False,False,False,True
0.6677659347806005,0.979246419621167,233,2,8,1,False,True,False,False,False,False,False,False,False,False,True,False
0.41462667620595284,0.8103058183872169,260,4,8,1,False,True,False,False,False,False,False,False,False,False,True,False
0.36340430118348177,0.8752267546293767,93,5,7,0,False,False,False,False,False,False,True,False,False,True,False,False
0.45332897532500016,0.575644929149896,259,2,2,1,False,False,False,False,False,True,False,False,False,False,True,False
0.40782039782318347,0.44751184546517553,200,3,5,0,False,False,True,False,False,False,False,False,False,False,False,True
0.8490151960375975,0.6926937024291286,115,2,6,1,False,True,False,False,False,False,False,False,False,False,False,True
0.3473180296911105,0.5887489279277364,87,2,4,0,False,False,False,False,False,False,False,True,False,False,True,False
0.7598377207959268,0.5212498990047543,247,2,5,0,False,False,False,True,False,False,False,False,False,False,False,True
0.18465383820572984,0.9715852784805168,293,5,9,0,False,False,False,False,False,False,False,True,False,False,True,False
0.956256735235974,0.6663929286052181,229,2,7,0,False,False,False,False,False,True,False,False,False,True,False,False
0.6600849735236967,0.5048251552292714,95,3,2,0,False,False,True,False,False,False,False,False,False,False,True,False
0.7360467193401041,0.5191903916086835,170,5,1,1,False,True,False,False,False,False,False,False,False,False,True,False
0.3682353988850059,0.5684258454787564,199,3,2,1,False,False,False,True,False,False,False,False,False,True,False,False
0.47088691183730313,0.9995897609138277,267,6,3,1,False,False,False,False,False,False,False,False,True,False,False,True
0.30140054764387864,0.5608069003117584,139,2,2,1,False,True,False,False,False,False,False,False,False,True,False,False
0.9392824772220015,0.5972810827470723,89,5,3,1,False,True,False,False,False,False,False,False,False,True,False,False
0.5392940023912399,0.7955968767904009,232,5,9,1,False,False,False,False,False,True,False,False,False,False,True,False
0.667403304092191,0.576376825846179,110,2,4,1,False,True,False,False,False,False,False,False,False,False,True,False
0.7608448274776439,0.5294825506358161,100,4,9,1,False,False,True,False,False,False,False,False,False,True,False,False
0.43399548198958504,0.49518231198975926,298,4,3,1,False,False,False,False,False,False,True,False,False,False,False,True
0.748091489085227,0.5876095990166753,160,3,1,0,False,False,True,False,False,False,False,False,False,True,False,False
0.7083932407807062,0.4635494137772641,112,2,5,0,False,False,False,False,False,False,False,False,True,False,False,True
